credit_score,age,anciennete_ans,solde,nb_produits,carte_credit,membre_actif,salaire_annuel,pays,sexe,churn
516,20,19,1337.0757101264826,1,1,1,50308.92402214928,France,H,0
811,45,0,13239.359648097496,2,0,0,92263.88772061357,Espagne,F,1
841,43,10,87999.28942076335,2,1,0,24757.238042017812,Espagne,F,0
431,20,8,56657.19236789267,3,0,1,40039.62646624746,France,H,0
688,36,5,102361.09675157907,2,1,1,50269.42606992159,Espagne,F,0
588,69,7,90971.174784031,3,1,0,37748.80789806972,France,F,1
693,45,3,45194.68108803655,4,0,0,68161.612660747,France,H,1
743,32,5,83502.90996125489,3,1,0,78935.95656691461,Espagne,F,0
843,34,6,148563.87906417338,1,1,0,61393.76812264343,Espagne,H,1
736,22,9,91463.76381508516,4,0,0,81134.89705779051,Allemagne,F,1
670,26,1,71853.70901068677,3,1,1,8348.26767949239,Allemagne,H,0
382,74,0,51481.82410544535,4,1,0,66007.9888608788,Allemagne,H,1
639,42,14,111862.39076261636,2,1,0,56877.66728180797,France,H,0
441,42,17,72290.10974774935,3,0,1,59617.20643635058,Allemagne,F,0
608,35,7,62318.404366641786,1,0,0,82277.65743249228,Allemagne,F,1
666,44,10,103068.73819212243,4,0,1,70633.06954355241,France,F,0
348,22,13,91338.45623340287,3,0,0,96908.9835989481,France,H,1
800,28,5,23182.37007043528,1,1,1,71228.20777839745,France,F,0
580,73,17,21863.440517628347,2,0,1,56248.92954473629,Espagne,H,0
521,51,13,61623.46820131503,3,0,1,88934.80014154794,France,F,0
460,65,1,19426.32204460293,2,1,0,52417.0689292791,France,F,1
435,48,8,61009.252401501246,3,0,1,33457.950852408845,France,H,0
724,18,4,73105.76209516823,4,1,0,47426.99395373954,Espagne,H,0
764,67,18,73996.41574765895,1,1,1,69811.84290555655,Allemagne,F,1
549,32,16,79679.11034137837,3,0,1,116769.61548521981,Allemagne,H,0
679,27,2,73722.53002772687,4,1,1,78616.59264199277,Espagne,F,0
503,54,13,51512.073824105355,3,1,0,36709.01785688798,France,H,0
765,74,3,96162.19803623788,1,0,1,43603.39356719879,Allemagne,H,1
649,19,13,111912.31336922137,2,0,0,61475.36668745299,Espagne,F,1
437,68,0,35724.9856731659,2,0,0,81838.70080543011,Espagne,H,1
617,25,13,50197.937422747265,1,1,0,78201.21467251894,France,F,1
736,24,16,63087.11711249153,3,0,0,38640.03309166276,Espagne,H,1
722,20,14,30584.60692743637,1,1,1,45719.47156054953,Allemagne,F,0
818,46,5,85793.04225287288,1,0,1,39862.495808315995,France,F,0
458,58,9,43683.45759899817,1,0,1,71958.5984516369,Espagne,F,1
747,38,12,38063.68542861559,4,0,1,16111.686053204932,Allemagne,F,0
676,64,14,95910.3437133008,1,1,0,40590.14170677917,France,F,1
786,41,19,68832.76030032468,1,1,0,64000.69305917145,Espagne,F,1
568,43,10,32983.87873859966,4,0,1,44306.8496885332,France,H,0
475,19,6,88307.70221228238,4,0,1,38596.07970487447,France,H,0
481,34,3,98798.57380999616,1,0,0,44589.18177336197,Espagne,H,1
816,18,16,43811.93426084894,1,1,0,22323.759690858937,Espagne,F,1
445,26,5,25123.103158917285,2,0,0,49902.84735123762,Espagne,F,1
786,53,13,42490.781566286416,1,1,1,75632.66575028845,France,F,0
304,22,18,78302.65783430559,3,1,1,87060.98424764293,France,H,0
784,35,1,97890.12925297384,1,0,1,45377.26822578949,Allemagne,H,1
620,55,10,53322.73879878004,2,1,1,36008.64500185402,France,F,0
595,56,19,72270.813426078,3,0,0,20570.494618906276,Espagne,F,1
754,53,3,30139.50272664014,2,0,0,73388.70131959715,Espagne,F,0
386,38,19,48711.55443947042,3,1,0,30788.220478764106,Espagne,F,1
461,40,13,71406.70671973057,3,1,1,76940.33142777189,France,F,0
407,50,14,23157.368703339598,2,0,0,18283.751993818674,France,H,1
843,73,7,93486.25075521649,3,1,1,27479.529467929216,France,H,0
400,37,19,122670.84402384172,1,1,0,66631.24381291616,France,H,1
501,39,7,62851.45930109446,4,1,0,35043.38149719201,France,H,0
335,62,5,91988.3609912055,1,1,0,56351.16299990812,Espagne,H,1
507,63,9,73272.64819090274,4,1,1,32196.28743315079,France,H,0
531,59,6,73007.64459482186,4,1,1,43123.51637834155,France,H,0
383,37,12,40747.638498700195,3,0,1,36260.36238744488,France,H,0
510,46,19,19795.11457012326,1,1,0,7350.595202846562,Allemagne,F,1
646,65,9,95386.25331351552,3,0,1,38488.631454828486,Allemagne,H,0
612,35,18,34535.00455756062,2,1,1,87864.04790032777,France,F,0
416,72,4,79392.58515568255,4,0,0,48406.51281807683,France,H,1
741,68,3,19588.63917028068,3,1,0,70337.0897504407,France,H,1
820,51,7,85453.52442046592,4,0,0,53045.82098112472,France,H,1
752,72,18,69933.55067977072,3,1,0,78316.25001462156,France,H,1
616,41,16,93010.37947031793,3,0,1,78138.65991617253,France,F,0
399,33,11,60266.71176925418,3,1,0,60430.86741804645,Allemagne,F,1
475,28,16,105168.31048877884,4,1,1,89766.67252853076,Allemagne,F,0
638,21,3,92599.07466937622,3,1,1,57264.7475511442,Allemagne,H,0
510,54,5,52029.142392106936,2,1,0,70336.82298925152,France,H,0
795,51,12,60406.87524399892,3,1,0,24738.713694825943,Espagne,F,1
339,52,14,63181.86086689839,3,1,0,74189.75835716743,Espagne,F,1
524,30,8,71920.19696283275,3,1,0,24978.173367208892,France,H,1
422,32,15,45227.83801408618,3,1,0,77356.16121527148,France,F,1
312,61,1,23912.104887958463,2,0,1,32084.01630794677,France,F,1
691,46,11,51950.09638048899,2,0,1,98682.88012614248,France,F,0
632,49,0,45419.873400264856,3,0,0,30440.889898918093,Allemagne,F,1
672,57,18,83265.1877887664,2,0,0,62431.04536124609,France,F,0
572,53,1,65230.311562447125,3,1,1,44796.5838812943,France,H,0
482,59,0,98428.21220687962,3,0,1,32913.66774912931,France,F,1
526,50,10,48132.70979165854,2,0,0,74003.67779612642,France,H,1
349,43,6,40894.73637141874,3,0,1,54966.94413940396,Allemagne,H,0
761,35,18,100785.37764385875,3,1,0,38625.26639392246,Allemagne,F,0
541,52,19,78748.15749570732,2,1,1,59561.28076712565,Allemagne,H,0
444,35,10,75386.53787837332,2,0,1,43265.964665808,France,H,0
845,29,14,48311.539922549484,4,0,0,31633.683127152013,Allemagne,H,1
469,49,9,10095.26657633124,1,0,0,33624.33426915779,Allemagne,F,1
472,42,7,45668.352758173205,4,1,0,49965.82642477261,France,H,1
342,36,0,59823.996488117555,3,1,0,46297.45184384033,Allemagne,H,1
521,39,2,34645.53342747687,4,1,0,50983.89544644875,Allemagne,H,1
591,44,5,74004.1847602365,3,0,1,56295.37165301832,Espagne,H,0
752,21,4,91039.19146831888,3,1,0,41105.42976101525,Allemagne,H,0
472,31,15,74280.2501112998,1,1,0,57742.70641054873,France,H,1
786,64,0,74312.62677723831,4,1,0,40831.41174393329,France,H,1
435,32,8,35952.84989978709,4,1,1,94061.7672720461,France,H,0
692,39,1,100376.63728238593,3,1,1,65711.03117457166,Allemagne,H,0
339,36,12,86684.04363242831,1,1,1,53733.570824366645,France,H,1
354,25,3,30791.801142037522,1,0,1,45940.796904056275,France,F,1
384,71,17,7606.8815206746,4,1,1,56028.280147936806,France,H,1
418,47,2,51542.33559010035,1,0,0,83073.10301254588,Espagne,F,1
798,23,15,47855.27469604784,3,0,0,52039.59105964064,Allemagne,H,0
481,58,16,94769.83229660348,1,0,0,81823.71708784893,France,H,1
715,23,1,61894.72277941189,3,0,0,80612.87229371273,France,F,1
538,53,19,32445.918302513473,4,1,0,74585.5911388231,Espagne,F,0
439,35,4,96326.99369414069,1,0,0,43694.86896104791,Espagne,H,1
480,49,7,85899.13371310128,3,1,1,84255.13445405735,Allemagne,F,0
657,30,13,80974.87103515297,3,0,1,33063.801641391765,France,H,0
604,24,16,57681.00605473622,1,0,1,33327.56004620035,France,F,0
770,39,4,20922.193423990597,1,1,1,33282.76747811926,Allemagne,H,0
430,31,9,21518.044765675913,1,1,1,57924.774545227425,Espagne,F,1
617,20,12,72596.68363116485,1,1,1,52263.249964519404,Allemagne,F,0
376,20,6,81949.93399800247,1,0,0,61912.80608442383,France,H,1
839,33,1,67817.34282105564,2,1,1,58542.429926687284,France,H,0
368,41,2,52197.71189183952,1,1,1,50143.07693503813,Allemagne,F,1
385,60,8,46757.20299611854,1,1,1,73489.197462274,Allemagne,F,1
410,50,19,5662.717449897027,1,1,1,84191.22145855242,France,H,1
622,23,0,112335.68330800788,3,1,1,58274.63813326913,Espagne,F,0
832,71,10,72894.17891601304,1,1,1,46643.00752480447,Espagne,H,1
718,56,11,68105.60018324849,2,0,1,78373.29588767994,France,H,0
758,49,3,29055.486296019695,3,0,0,74539.62341220515,Allemagne,H,1
769,54,8,50137.89786681847,4,0,1,16888.030914786876,France,H,0
355,59,15,24965.50609989032,2,1,0,36055.991180435885,Allemagne,H,1
459,48,15,32645.88354127755,4,1,0,64205.019843429924,Allemagne,F,1
351,74,11,54708.40552240227,2,0,0,60328.85794103879,France,H,1
493,22,8,34257.39552218143,4,0,0,34384.71205402675,France,F,1
457,60,8,112330.18993486642,3,0,0,70587.06160446169,Allemagne,H,1
592,73,2,100326.89224354486,1,1,1,29180.601213681344,Allemagne,H,1
527,71,11,15978.91754180559,2,0,1,89141.6711629008,France,F,0
590,20,0,66096.80843209647,4,0,0,41537.48127876715,France,H,1
461,58,3,83829.47062520274,1,1,1,97926.84417011519,Espagne,H,1
443,61,0,113205.2672362721,3,1,0,60175.513911336224,France,H,1
643,43,10,3606.200811191935,1,0,1,87726.59925094713,France,H,0
550,50,18,39085.683638452036,3,0,1,70440.10338562909,France,H,0
674,73,8,61731.835095988085,1,1,1,63023.181457081744,Allemagne,F,1
485,30,12,72545.18326199657,1,0,1,72539.01600783317,Espagne,F,1
375,51,5,72946.99120066513,2,0,1,32091.904713704807,Allemagne,F,0
538,24,1,60452.01899668628,2,0,0,53184.78309356856,Espagne,F,1
546,22,7,63620.39820942619,1,1,0,49786.490498513995,Allemagne,F,1
593,26,13,83608.3789507468,1,0,0,38142.59095677553,France,F,1
530,67,8,99020.86886414485,4,0,0,44487.481423882724,Allemagne,H,1
770,18,8,18702.990243361113,1,0,1,82133.17824264047,France,F,0
560,41,8,62789.84727913934,4,1,1,65685.34065784415,Allemagne,F,0
561,60,19,37188.95807588819,4,0,1,71105.66923205875,Espagne,F,0
426,69,1,52232.15903089614,1,0,0,50823.34490924941,Allemagne,H,1
442,65,15,66833.27121356165,1,0,1,27565.759927137384,France,H,1
503,38,9,8015.4017165835685,1,1,1,30637.46476779103,France,F,0
356,32,12,80637.53115122758,2,1,0,75447.62563154599,France,F,1
370,36,8,47339.04760851778,3,1,1,55110.975158138055,Espagne,F,0
553,74,8,66889.02347655942,2,0,1,79572.39465124464,Espagne,H,0
496,36,10,92884.75938498433,3,1,0,60545.04476556417,Allemagne,H,1
576,22,10,37071.51254616759,3,1,1,29481.27441705063,Allemagne,H,0
374,64,8,65130.26238100437,1,0,0,47545.25192291361,France,F,1
684,36,10,29048.425298054506,4,0,0,54224.231669197805,France,F,1
382,63,16,73829.51762559472,1,1,1,61179.74095851454,France,F,1
537,67,6,54176.44069602216,3,1,1,15702.60188264677,France,F,0
536,60,4,98842.71414954864,4,1,1,91685.06795777456,Espagne,F,0
303,23,9,67742.97539641231,2,1,1,61259.189093811176,Espagne,F,0
405,55,15,36875.074154975795,4,1,1,22700.586642240556,Allemagne,F,0
680,62,2,77940.54841602524,3,1,1,54821.927156897305,France,F,0
651,46,17,51025.0108399042,3,0,1,51981.21905037674,Allemagne,F,0
807,56,11,110343.69634156686,2,0,1,58861.90025114149,France,H,0
497,56,1,90257.22283141164,4,1,0,48358.7230036295,Allemagne,H,1
569,70,9,48740.49483714366,1,0,1,59208.900480923294,France,H,1
509,37,2,69723.76047310614,1,1,0,51676.187547866604,Espagne,F,1
660,72,14,5524.186956953003,3,0,0,47184.79164047371,France,H,1
345,71,17,52915.28420467959,2,0,0,54400.118963375084,Allemagne,H,1
820,21,5,65202.952829351074,2,1,1,57182.635701138744,Espagne,F,0
698,47,6,120232.34936139849,3,1,0,67763.66467588452,France,H,1
583,30,13,55825.32938825204,3,0,0,68521.40912659877,Allemagne,H,0
513,18,15,66342.66835677822,1,0,1,29436.30619746255,Espagne,F,0
813,20,9,51801.33295213099,1,1,1,25189.051695190345,France,F,0
396,34,1,38274.66133034463,3,1,0,51512.200150472985,France,F,1
615,43,16,58154.4245843947,4,1,0,37791.21240560684,Espagne,H,0
305,66,18,7785.143472410848,1,1,0,57424.621560360196,France,F,1
604,28,4,70144.16030474637,4,1,1,56740.986046121856,Allemagne,F,0
512,74,9,32189.34894293127,2,0,1,40977.72241780389,France,H,0
677,47,2,131136.3414104322,3,1,0,61989.21645259965,France,F,1
602,50,13,67996.70492002601,4,1,0,59809.03782545426,France,F,0
575,54,3,103732.50906936021,1,1,0,57475.57544309573,France,F,1
796,52,14,19465.69053607707,4,0,1,34996.72785049104,Allemagne,F,0
393,56,18,62185.826478483956,3,0,1,45342.72414790802,Espagne,H,0
355,72,9,47693.68448968858,3,1,0,57512.205821740485,France,H,1
309,43,1,81750.85213983883,2,1,0,91317.88897106965,Espagne,H,1
545,35,8,44830.966365981,1,1,0,47000.901539870014,Allemagne,F,1
319,74,8,19785.644393714763,3,1,1,31622.655846437345,France,H,1
766,73,17,37611.53198619145,1,1,1,42584.257705433236,France,F,0
328,44,11,96426.92837899816,2,1,1,72640.25189956698,France,H,0
526,41,13,42440.200813873285,4,0,0,45903.769207335616,France,H,0
426,35,14,103588.17294900349,3,1,1,77087.28218470323,Espagne,H,0
602,20,17,88480.851302442,4,1,0,11017.739303274553,Espagne,F,0
459,40,8,41421.50859813124,2,0,0,69322.9750106479,France,H,1
836,18,14,60482.885075996935,1,1,0,55944.57586894791,France,F,1
437,65,12,115444.85779566121,2,0,0,51866.99273257698,Allemagne,H,1
342,35,10,81479.71810362508,1,0,0,21768.123156570065,France,H,1
433,34,1,13716.72722484333,3,0,0,28709.468278835844,France,H,1
712,25,3,54429.5706170108,2,1,1,71487.74998874447,France,F,0
386,63,4,63685.224003332594,1,1,0,71083.70821605093,France,F,1
517,58,1,54736.22944956089,2,0,0,52018.78404038796,Espagne,H,1
631,51,0,73601.55528691401,1,0,1,61909.585606249064,France,F,0
760,27,18,43017.148927247734,2,1,0,67627.25041853929,France,F,0
729,53,17,126482.09295661048,4,1,1,83999.20203075628,Allemagne,H,0
611,63,11,114295.18573265454,1,0,0,49903.837757353984,France,H,1
556,63,4,44813.061338001586,3,0,0,68283.82602590272,Espagne,F,1
697,63,2,9402.96705528006,1,1,1,60051.57538701721,Allemagne,H,1
554,44,12,100935.63574400294,1,0,0,16620.921944082824,Allemagne,H,1
564,71,13,60640.538133267386,1,1,0,87506.33564658568,France,F,1
560,74,8,48128.97015235433,1,1,0,55420.70117997281,Espagne,H,1
562,67,7,82399.36475107269,2,0,0,56187.414137015505,Allemagne,F,1
491,40,0,37415.4594402466,3,1,1,21474.557326838913,France,F,1
448,62,1,64718.31181309007,3,1,0,56526.89046243432,France,H,1
507,48,2,109115.10248453976,3,0,1,82628.37723272637,France,H,0
661,43,13,103015.26767193453,3,1,1,59967.56074995734,Espagne,H,0
781,53,15,70711.81907060598,3,0,0,18723.261582981613,France,F,1
611,30,2,39007.561331946155,2,0,0,35655.124653406834,France,F,1
478,66,15,60699.18867809642,4,1,0,29629.875080560978,France,H,1
543,31,6,75932.15185107166,1,1,0,74312.7154703725,Espagne,F,1
661,59,7,71197.70927112951,1,0,0,57454.72225704495,France,H,1
738,47,3,81672.9204177188,4,1,1,68877.72149923688,France,H,0
591,71,14,29198.357548558204,1,0,1,40182.3112288196,Espagne,F,1
730,25,2,144806.75377780464,2,0,1,43028.01887760272,Espagne,H,0
454,23,10,63670.11210801801,1,0,0,49846.07607435284,Espagne,F,1
351,41,17,93063.10944274314,3,1,0,21870.4382843336,Allemagne,H,1
534,71,13,37858.04034725717,4,1,0,51665.21239409768,Espagne,H,1
578,60,10,60220.7349807779,2,1,1,50465.785522068385,France,F,0
701,49,3,18499.828553425992,2,1,0,29504.514194565752,Allemagne,F,1
683,21,11,64957.379411418864,1,0,0,24676.04123276042,Allemagne,F,1
762,48,1,45848.645760437066,1,1,1,20906.744304736618,Espagne,H,1
421,51,16,98487.66070862305,1,0,0,58873.27698263523,France,H,1
834,74,12,69411.60961882013,4,0,1,63268.72748122431,Espagne,F,0
541,24,2,113391.09786746792,4,1,0,37890.64264786936,France,H,1
309,56,7,76555.73270335418,3,0,0,61992.66271424943,Allemagne,H,1
416,60,3,94595.77732378972,2,1,0,78082.92062131697,Espagne,H,1
319,67,3,53007.91928096975,4,1,0,37906.81648769257,Allemagne,H,1
601,45,3,65288.23191791152,4,1,0,98969.3637949132,Espagne,H,1
682,21,6,88608.78694906349,4,0,1,118397.53642881979,France,H,0
819,44,9,95836.48574502063,4,0,1,68194.24761576136,France,H,0
720,55,8,83312.45098289932,2,0,0,46100.64350702473,France,H,0
302,70,9,51130.0523755733,4,0,0,79754.22126944052,France,F,1
518,26,2,67813.12090147921,3,0,1,72123.82880720694,Allemagne,H,0
318,59,14,66269.74237318139,3,1,1,53664.696339162125,France,F,0
386,33,16,81823.02434800264,4,1,0,70867.23627945966,Allemagne,H,1
814,33,3,77119.41010138046,1,1,0,70182.09304601999,France,H,1
645,58,0,50314.77764996074,1,0,1,68271.96916012597,Espagne,H,1
344,23,13,86355.43866903144,3,0,1,41977.91967530968,France,F,0
531,20,8,62820.45217362728,1,1,1,53576.2562303987,France,F,0
646,71,19,56365.02467845557,2,1,0,65242.76121915277,France,F,1
471,57,15,85565.99112606068,2,1,0,67417.0478365944,Allemagne,H,1
653,61,10,37998.69166933318,2,1,1,57636.40334496745,Espagne,F,0
696,57,10,83436.42453905646,1,0,1,71830.71753383566,Allemagne,H,0
418,44,4,65838.47901500027,3,1,0,52311.48012304088,France,H,1
435,21,17,70262.53945450597,4,0,1,61634.65559199064,France,H,0
351,67,7,39340.95114097858,2,0,0,44548.767595864636,France,H,1
452,65,14,83631.05839130422,3,0,1,52468.63616302749,Allemagne,H,1
461,28,3,119056.3718091922,1,1,1,69751.41121778503,Allemagne,F,1
408,33,5,86954.12264020399,1,0,1,50460.97041762661,France,H,1
441,37,3,124544.67173669332,2,0,1,48390.49439689452,France,H,0
789,34,1,63348.090907797414,2,1,1,34600.92972059148,Espagne,H,0
362,55,2,52937.1501498303,3,1,0,74243.64344502793,Allemagne,H,1
702,19,10,45524.10138204074,3,1,1,81848.42484608511,Allemagne,F,0
600,55,13,25187.70321152916,2,1,1,52275.25892794515,Espagne,F,0
778,66,7,33770.75221488926,2,1,0,90528.11163014293,Espagne,H,1
533,72,9,59687.882299349796,3,0,1,71717.98196942525,Espagne,F,0
334,42,13,29242.606167474045,2,0,0,47920.466034121455,France,F,1
323,29,16,86745.32904671761,1,1,0,34133.842337434005,France,F,1
562,39,13,30236.88628451782,3,0,1,70572.53169557023,Espagne,F,0
408,24,4,40491.427288409104,1,1,1,48869.30647867796,France,H,1
624,28,14,78744.28853135521,4,1,0,45120.35126592366,Allemagne,H,1
792,31,16,71144.75896330777,4,0,0,48067.01462608049,France,H,1
782,52,12,34667.88147021758,3,1,1,63441.05616537595,Espagne,F,0
428,43,16,43543.08801964413,2,0,1,96326.01951694206,Espagne,F,0
403,41,14,75504.4213350192,3,1,0,57359.53340974543,Allemagne,H,1
523,31,16,9846.662545967629,1,0,0,40562.07608121184,Allemagne,H,1
387,30,16,89810.08965309855,1,1,0,33958.205623950314,France,H,1
666,22,10,29036.33114598348,2,1,1,53996.98559746472,France,F,0
411,41,6,27731.67024607394,1,0,0,37562.01035957417,Allemagne,H,1
819,59,1,53926.382172001264,4,0,0,78912.47242608099,Espagne,H,1
503,35,18,76052.64783171193,2,1,0,51242.26974862161,Allemagne,H,0
521,53,7,87244.3533768226,1,0,1,49975.346136421176,France,F,0
381,23,9,25007.763993264285,1,0,0,68628.08562019537,France,F,1
358,73,19,64422.0260449655,4,1,1,61037.37014472792,France,F,1
414,63,11,63560.17589303846,1,0,0,43838.199192415355,France,F,1
386,30,10,61555.190317010616,4,1,0,84300.9430834054,Allemagne,H,1
848,27,14,36158.64396073505,4,0,1,74392.88495094408,Espagne,H,0
666,35,19,32012.50629386749,1,1,1,35338.39752210323,France,F,0
771,44,19,54660.22506761016,3,0,1,28017.80627429608,France,F,0
772,19,8,90125.84347509098,3,0,0,75337.17912925643,Espagne,H,0
422,29,8,111180.24361842078,1,1,0,32980.04700087903,France,H,1
455,20,17,62909.3383140927,4,0,0,55230.300486472195,France,H,1
426,22,7,92137.71484044462,1,1,0,45079.458977932925,France,H,1
364,43,17,64007.541575263196,4,0,0,20604.351176250595,France,F,1
403,61,4,72430.05549809507,4,1,1,61395.08560020189,France,H,1
358,64,4,51706.59815890267,4,0,1,86077.26601008078,France,F,1
689,62,10,34825.412819127276,2,0,1,74543.274304823,Allemagne,H,0
489,58,0,54047.37047627918,2,1,0,82016.38340581223,Allemagne,H,1
416,37,0,41505.98476518238,3,1,0,25612.08413177854,Espagne,H,1
440,33,10,48625.43887955974,4,0,1,71420.15827989689,France,H,0
498,24,6,27444.066641647256,2,1,1,89474.22135675396,Espagne,H,0
827,60,1,58812.6365528888,3,0,1,91504.00189219865,France,H,0
431,29,0,102030.52767015988,3,0,1,59847.6955648422,France,F,0
496,64,10,63187.08797170255,4,1,0,41617.12905956719,Espagne,H,1
509,42,3,10465.388496174099,3,0,1,46128.36174908144,France,H,0
757,42,19,53006.326058315564,2,1,1,72824.03672459624,France,F,0
710,23,0,71009.5864941742,2,0,0,69810.28567521778,France,F,1
847,65,5,32038.96087945642,3,0,1,20637.477731652834,Espagne,F,0
385,50,6,93469.40505770704,4,1,0,28219.768128196712,Espagne,H,1
638,60,1,60010.921313377046,4,0,0,68389.93837610024,France,H,1
332,62,8,2422.332231300803,2,1,0,36932.083461043345,France,F,1
522,71,8,101866.37260246123,2,0,0,64966.958207624186,France,H,1
487,54,8,62273.81678240404,2,0,1,56161.86238916563,Allemagne,F,0
340,52,4,47834.804674478495,1,1,1,66535.04208698767,France,H,1
661,41,1,42622.75625957979,3,0,0,53126.10774276324,Espagne,F,1
810,36,12,59245.87411532061,4,1,1,79937.80153311531,Espagne,F,0
580,71,4,31146.488707019536,3,1,1,85284.69321986497,France,H,0
750,43,1,75142.98188262324,1,1,0,57304.78906905507,France,F,1
